;Time;Demand;Temperature;Holiday
68;2/1/12 9:30;4865.516228;31.35;TRUE
69;2/1/12 10:00;5136.096;32.5;TRUE
70;2/1/12 10:30;5389.694676;33.15;TRUE
71;2/1/12 11:00;5655.4751;33.8;TRUE
72;2/1/12 11:30;5916.611734;35.2;TRUE
73;2/1/12 12:00;6143.622836;36.6;TRUE
74;2/1/12 12:30;6328.665498;36.85;TRUE
75;2/1/12 13:00;6496.10842;37.1;TRUE
76;2/1/12 13:30;6628.323336;37.1;TRUE
77;2/1/12 14:00;6730.80916;37.1;TRUE
78;2/1/12 14:30;6819.33039;37.7;TRUE
79;2/1/12 15:00;6941.457822;38.3;TRUE
80;2/1/12 15:30;7055.279186;38.75;TRUE
81;2/1/12 16:00;7146.87121;39.2;TRUE
82;2/1/12 16:30;7261.476696;39.4;TRUE
83;2/1/12 17:00;7300.065136;39.6;TRUE
84;2/1/12 17:30;7345.24889;39.45;TRUE
85;2/1/12 18:00;7276.420116;39.3;TRUE
86;2/1/12 18:30;7193.165394;38.85;TRUE
87;2/1/12 19:00;7049.715348;38.4;TRUE
88;2/1/12 19:30;6896.406916;37.35;TRUE
89;2/1/12 20:00;6698.276592;36.3;TRUE
90;2/1/12 20:30;6558.238362;35.35;TRUE
91;2/1/12 21:00;6494.117476;34.4;TRUE
92;2/1/12 21:30;6289.639912;33.65;TRUE
93;2/1/12 22:00;5951.377222;32.9;TRUE
94;2/1/12 22:30;5579.595596;32.65;TRUE
95;2/1/12 23:00;5291.110508;32.4;TRUE
96;2/1/12 23:30;5045.223022;32.1;TRUE
97;3/1/12 0:00;5066.210046;31.8;FALSE
98;3/1/12 0:30;4850.603026;30.4;FALSE
99;3/1/12 1:00;4552.951902;29;FALSE
100;3/1/12 1:30;4345.78895;27.7;FALSE
101;3/1/12 2:00;4518.874248;26.4;FALSE
102;3/1/12 2:30;4326.124732;25.85;FALSE
103;3/1/12 3:00;4095.6258;25.3;FALSE
104;3/1/12 3:30;3959.46101;25.2;FALSE
105;3/1/12 4:00;3896.461212;25.1;FALSE
106;3/1/12 4:30;3863.83613;24.45;FALSE
107;3/1/12 5:00;3913.937564;23.8;FALSE
108;3/1/12 5:30;4000.222246;23.7;FALSE
109;3/1/12 6:00;4167.29749;23.6;FALSE
110;3/1/12 6:30;4369.865872;24.15;FALSE
111;3/1/12 7:00;4717.27074;24.7;FALSE
112;3/1/12 7:30;5041.621366;25.55;FALSE
113;3/1/12 8:00;5281.011174;26.4;FALSE
114;3/1/12 8:30;5636.488804;26.15;FALSE
115;3/1/12 9:00;5969.598262;25.9;FALSE
116;3/1/12 9:30;6067.696156;26.2;FALSE
117;3/1/12 10:00;6276.943506;26.5;FALSE
118;3/1/12 10:30;6480.466768;26.4;FALSE
119;3/1/12 11:00;6632.24885;26.3;FALSE
120;3/1/12 11:30;6766.72423;26.55;FALSE
121;3/1/12 12:00;6896.623702;26.8;FALSE
122;3/1/12 12:30;7000.039926;26.8;FALSE
123;3/1/12 13:00;7057.821348;26.8;FALSE
124;3/1/12 13:30;7065.063654;28.2;FALSE
125;3/1/12 14:00;7052.804398;29.6;FALSE
126;3/1/12 14:30;7065.234214;28.05;FALSE
127;3/1/12 15:00;7024.425002;26.5;FALSE
128;3/1/12 15:30;6916.37764;26.6;FALSE
129;3/1/12 16:00;6862.57045;26.7;FALSE
130;3/1/12 16:30;6836.889562;27.1;FALSE
131;3/1/12 17:00;6730.440842;27.5;FALSE
132;3/1/12 17:30;6595.39653;27.5;FALSE
133;3/1/12 18:00;6314.105592;27.5;FALSE
134;3/1/12 18:30;6138.758068;27.25;FALSE
135;3/1/12 19:00;5902.226836;27;FALSE
136;3/1/12 19:30;5714.647036;26.95;FALSE
137;3/1/12 20:00;5571.70647;26.9;FALSE
138;3/1/12 20:30;5519.851526;26.45;FALSE
139;3/1/12 21:00;5496.262416;26;FALSE
140;3/1/12 21:30;5361.060328;26;FALSE
141;3/1/12 22:00;5121.240736;26;FALSE
142;3/1/12 22:30;4861.97937;25.95;FALSE
143;3/1/12 23:00;4665.505604;25.9;FALSE
144;3/1/12 23:30;4530.244054;25.5;FALSE
145;4/1/12 0:00;4627.984918;25.1;FALSE
146;4/1/12 0:30;4477.836132;24.95;FALSE
147;4/1/12 1:00;4239.666714;24.8;FALSE
148;4/1/12 1:30;4097.383494;24.55;FALSE
149;4/1/12 2:00;4301.180492;24.3;FALSE
150;4/1/12 2:30;4145.86091;24.1;FALSE
151;4/1/12 3:00;3960.443976;23.9;FALSE
152;4/1/12 3:30;3841.300698;23.45;FALSE
153;4/1/12 4:00;3826.275298;23;FALSE
154;4/1/12 4:30;3815.03216;22.2;FALSE
155;4/1/12 5:00;3849.333684;21.4;FALSE
156;4/1/12 5:30;3935.795124;21.35;FALSE
157;4/1/12 6:00;4124.915516;21.3;FALSE
158;4/1/12 6:30;4327.688324;20.65;FALSE
159;4/1/12 7:00;4616.383644;20;FALSE
160;4/1/12 7:30;4786.440046;19.35;FALSE
161;4/1/12 8:00;4854.704056;18.7;FALSE
162;4/1/12 8:30;4963.660464;18.85;FALSE
163;4/1/12 9:00;5055.489378;19;FALSE
164;4/1/12 9:30;5106.787658;19.45;FALSE
165;4/1/12 10:00;5141.362306;19.9;FALSE
166;4/1/12 10:30;5159.556046;20.55;FALSE
167;4/1/12 11:00;5180.591858;21.2;FALSE
168;4/1/12 11:30;5189.698874;21.8;FALSE
169;4/1/12 12:00;5197.312244;22.4;FALSE
170;4/1/12 12:30;5203.675002;22.3;FALSE
171;4/1/12 13:00;5155.38957;22.2;FALSE
172;4/1/12 13:30;5154.86859;22.2;FALSE
173;4/1/12 14:00;5170.255898;22.2;FALSE
174;4/1/12 14:30;5165.918724;22.1;FALSE
175;4/1/12 15:00;5164.563428;22;FALSE
176;4/1/12 15:30;5167.27171;21.5;FALSE
177;4/1/12 16:00;5191.586616;21;FALSE
178;4/1/12 16:30;5214.629556;21.25;FALSE
179;4/1/12 17:00;5188.452174;21.5;FALSE
180;4/1/12 17:30;5097.662706;21.45;FALSE
181;4/1/12 18:00;4941.823666;21.4;FALSE
182;4/1/12 18:30;4826.839466;20.75;FALSE
183;4/1/12 19:00;4680.562396;20.1;FALSE
184;4/1/12 19:30;4552.329648;19.35;FALSE
185;4/1/12 20:00;4446.603772;18.6;FALSE
186;4/1/12 20:30;4417.471748;18.45;FALSE
187;4/1/12 21:00;4478.384724;18.3;FALSE
188;4/1/12 21:30;4414.568822;17.9;FALSE
189;4/1/12 22:00;4269.923674;17.5;FALSE
190;4/1/12 22:30;4085.492248;16.95;FALSE
191;4/1/12 23:00;4004.150438;16.4;FALSE
192;4/1/12 23:30;3927.178344;16.3;FALSE
193;5/1/12 0:00;4092.50741;16.2;FALSE
194;5/1/12 0:30;3996.702786;16;FALSE
195;5/1/12 1:00;3775.088782;15.8;FALSE
196;5/1/12 1:30;3642.914964;15.5;FALSE
197;5/1/12 2:00;3850.640442;15.2;FALSE
198;5/1/12 2:30;3739.192658;15.1;FALSE
199;5/1/12 3:00;3584.486962;15;FALSE
200;5/1/12 3:30;3499.721568;14.9;FALSE
201;5/1/12 4:00;3465.805722;14.8;FALSE
202;5/1/12 4:30;3455.17625;14.65;FALSE
203;5/1/12 5:00;3520.899298;14.5;FALSE
204;5/1/12 5:30;3609.77474;14.65;FALSE
205;5/1/12 6:00;3743.166538;14.8;FALSE
206;5/1/12 6:30;3919.57763;15;FALSE
207;5/1/12 7:00;4157.364956;15.2;FALSE
208;5/1/12 7:30;4373.184036;15.55;FALSE
209;5/1/12 8:00;4425.799964;15.9;FALSE
210;5/1/12 8:30;4542.8448;16.4;FALSE
211;5/1/12 9:00;4656.368096;16.9;FALSE
212;5/1/12 9:30;4721.613626;17.4;FALSE
213;5/1/12 10:00;4756.484144;17.9;FALSE
214;5/1/12 10:30;4775.855678;18.75;FALSE
215;5/1/12 11:00;4818.889642;19.6;FALSE
216;5/1/12 11:30;4867.944998;19.3;FALSE
217;5/1/12 12:00;4893.110196;19;FALSE
218;5/1/12 12:30;4919.172668;19.35;FALSE
219;5/1/12 13:00;4929.861102;19.7;FALSE
220;5/1/12 13:30;4943.022058;20.05;FALSE
221;5/1/12 14:00;4951.878822;20.4;FALSE
222;5/1/12 14:30;4958.713226;20.75;FALSE
223;5/1/12 15:00;4962.013992;21.1;FALSE
224;5/1/12 15:30;4969.927378;21.15;FALSE
225;5/1/12 16:00;5004.736856;21.2;FALSE
226;5/1/12 16:30;5039.266408;20.8;FALSE
227;5/1/12 17:00;5029.525222;20.4;FALSE
228;5/1/12 17:30;5022.073858;20.3;FALSE
229;5/1/12 18:00;4902.884824;20.2;FALSE
230;5/1/12 18:30;4793.944556;19.25;FALSE
231;5/1/12 19:00;4659.459928;18.3;FALSE
232;5/1/12 19:30;4554.239416;17.9;FALSE
233;5/1/12 20:00;4464.332428;17.5;FALSE
234;5/1/12 20:30;4447.36924;17.45;FALSE
235;5/1/12 21:00;4473.595072;17.4;FALSE
236;5/1/12 21:30;4401.611194;17.2;FALSE
237;5/1/12 22:00;4244.622794;17;FALSE
238;5/1/12 22:30;4076.635622;16.75;FALSE
239;5/1/12 23:00;4003.076174;16.5;FALSE
240;5/1/12 23:30;3948.161412;16.45;FALSE
241;6/1/12 0:00;4117.448494;16.4;FALSE
242;6/1/12 0:30;4007.497724;16.5;FALSE
243;6/1/12 1:00;3793.87757;16.6;FALSE
244;6/1/12 1:30;3668.730772;16.35;FALSE
245;6/1/12 2:00;3904.674192;16.1;FALSE
246;6/1/12 2:30;3812.0662;15.95;FALSE
247;6/1/12 3:00;3667.342282;15.8;FALSE
248;6/1/12 3:30;3542.544348;15.45;FALSE
249;6/1/12 4:00;3484.54597;15.1;FALSE
250;6/1/12 4:30;3473.872136;14.75;FALSE
251;6/1/12 5:00;3538.29865;14.4;FALSE
252;6/1/12 5:30;3571.898656;14.3;FALSE
253;6/1/12 6:00;3726.019246;14.2;FALSE
254;6/1/12 6:30;3940.046942;14.75;FALSE
255;6/1/12 7:00;4177.688986;15.3;FALSE
256;6/1/12 7:30;4383.38953;16.2;FALSE
257;6/1/12 8:00;4439.8521;17.1;FALSE
258;6/1/12 8:30;4587.06281;17.5;FALSE
259;6/1/12 9:00;4688.27488;17.9;FALSE
260;6/1/12 9:30;4734.658622;19;FALSE
261;6/1/12 10:00;4752.297188;20.1;FALSE
262;6/1/12 10:30;4774.270166;20.25;FALSE
263;6/1/12 11:00;4803.550016;20.4;FALSE
264;6/1/12 11:30;4829.310162;20.75;FALSE
265;6/1/12 12:00;4868.966308;21.1;FALSE
266;6/1/12 12:30;4879.779728;21.75;FALSE
267;6/1/12 13:00;4886.41556;22.4;FALSE
268;6/1/12 13:30;4907.210852;22.85;FALSE
269;6/1/12 14:00;4922.285006;23.3;FALSE
270;6/1/12 14:30;4926.716028;23;FALSE
271;6/1/12 15:00;4934.85411;22.7;FALSE
272;6/1/12 15:30;4965.765304;23.15;FALSE
273;6/1/12 16:00;5012.71116;23.6;FALSE
274;6/1/12 16:30;5035.688934;22.85;FALSE
275;6/1/12 17:00;5017.387056;22.1;FALSE
276;6/1/12 17:30;4988.854918;21.3;FALSE
277;6/1/12 18:00;4858.849556;20.5;FALSE
278;6/1/12 18:30;4750.66113;20.35;FALSE
279;6/1/12 19:00;4623.912654;20.2;FALSE
280;6/1/12 19:30;4531.132222;19.8;FALSE
281;6/1/12 20:00;4443.381798;19.4;FALSE
282;6/1/12 20:30;4456.918108;18.8;FALSE
283;6/1/12 21:00;4449.948072;18.2;FALSE
284;6/1/12 21:30;4326.82932;18.15;FALSE
285;6/1/12 22:00;4175.287148;18.1;FALSE
286;6/1/12 22:30;4017.519192;17.75;FALSE
287;6/1/12 23:00;3950.147042;17.4;FALSE
288;6/1/12 23:30;3896.101072;17.25;FALSE
289;7/1/12 0:00;4079.086614;17.1;FALSE
290;7/1/12 0:30;3986.451236;17.2;FALSE
291;7/1/12 1:00;3785.873588;17.3;FALSE
292;7/1/12 1:30;3630.989608;16.75;FALSE
293;7/1/12 2:00;3841.368486;16.2;FALSE
294;7/1/12 2:30;3725.551352;16.2;FALSE
295;7/1/12 3:00;3598.953896;16.2;FALSE
296;7/1/12 3:30;3493.56353;16.1;FALSE
297;7/1/12 4:00;3451.930244;16;FALSE
298;7/1/12 4:30;3439.819628;15.6;FALSE
299;7/1/12 5:00;3440.54558;15.2;FALSE
300;7/1/12 5:30;3434.10897;15.25;FALSE
301;7/1/12 6:00;3458.346366;15.3;FALSE
302;7/1/12 6:30;3525.619728;15.55;FALSE
303;7/1/12 7:00;3667.060914;15.8;FALSE
304;7/1/12 7:30;3827.666018;17.95;FALSE
305;7/1/12 8:00;3919.12875;20.1;FALSE
306;7/1/12 8:30;4082.787328;21.65;FALSE
307;7/1/12 9:00;4237.514376;23.2;FALSE
308;7/1/12 9:30;4322.305884;24.05;FALSE
309;7/1/12 10:00;4429.296904;24.9;FALSE
310;7/1/12 10:30;4500.563164;25.75;FALSE
311;7/1/12 11:00;4561.299334;26.6;FALSE
312;7/1/12 11:30;4591.495024;26.8;FALSE
313;7/1/12 12:00;4596.065968;27;FALSE
314;7/1/12 12:30;4617.5561;27.55;FALSE
315;7/1/12 13:00;4661.32121;28.1;FALSE
316;7/1/12 13:30;4675.566234;28.55;FALSE
317;7/1/12 14:00;4682.358706;29;FALSE
318;7/1/12 14:30;4721.723138;29;FALSE
319;7/1/12 15:00;4764.634124;29;FALSE
320;7/1/12 15:30;4788.090416;28.85;FALSE
321;7/1/12 16:00;4815.80409;28.7;FALSE
322;7/1/12 16:30;4864.602216;28.4;FALSE
323;7/1/12 17:00;4845.936224;28.1;FALSE
324;7/1/12 17:30;4834.166818;27.9;FALSE
325;7/1/12 18:00;4773.972256;27.7;FALSE
326;7/1/12 18:30;4698.623186;27.4;FALSE
327;7/1/12 19:00;4585.46062;27.1;FALSE
328;7/1/12 19:30;4490.74271;26.95;FALSE
329;7/1/12 20:00;4390.321916;26.8;FALSE
330;7/1/12 20:30;4423.098236;25.55;FALSE
331;7/1/12 21:00;4432.820734;24.3;FALSE
332;7/1/12 21:30;4352.21056;23.35;FALSE
333;7/1/12 22:00;4245.589862;22.4;FALSE
334;7/1/12 22:30;4142.156188;23.1;FALSE
335;7/1/12 23:00;4070.875086;23.8;FALSE
336;7/1/12 23:30;4021.279808;23.1;FALSE
337;8/1/12 0:00;4158.36348;22.4;FALSE
338;8/1/12 0:30;4057.875502;22;FALSE
339;8/1/12 1:00;3847.944814;21.6;FALSE
340;8/1/12 1:30;3678.146058;21.5;FALSE
341;8/1/12 2:00;3866.218622;21.4;FALSE
342;8/1/12 2:30;3717.721672;21.1;FALSE
343;8/1/12 3:00;3572.492736;20.8;FALSE
344;8/1/12 3:30;3484.82832;20.25;FALSE
345;8/1/12 4:00;3393.202342;19.7;FALSE
346;8/1/12 4:30;3347.344632;20.05;FALSE
347;8/1/12 5:00;3362.477928;20.4;FALSE
348;8/1/12 5:30;3359.717928;20.35;FALSE
349;8/1/12 6:00;3418.53205;20.3;FALSE
350;8/1/12 6:30;3451.643822;20.5;FALSE
351;8/1/12 7:00;3572.627024;20.7;FALSE
352;8/1/12 7:30;3684.934106;21.1;FALSE
353;8/1/12 8:00;3728.634838;21.5;FALSE
354;8/1/12 8:30;3867.633854;21.75;FALSE
355;8/1/12 9:00;3977.730592;22;FALSE
356;8/1/12 9:30;4087.153056;21.1;FALSE
357;8/1/12 10:00;4181.761574;20.2;FALSE
358;8/1/12 10:30;4228.514584;20.95;FALSE
359;8/1/12 11:00;4266.949568;21.7;FALSE
360;8/1/12 11:30;4310.31618;23.3;FALSE
361;8/1/12 12:00;4350.296632;24.9;FALSE
362;8/1/12 12:30;4373.490066;25.6;FALSE
363;8/1/12 13:00;4388.624322;26.3;FALSE
364;8/1/12 13:30;4386.456332;26.55;FALSE
365;8/1/12 14:00;4375.872586;26.8;FALSE
366;8/1/12 14:30;4397.394658;27.3;FALSE
367;8/1/12 15:00;4419.915442;27.8;FALSE
368;8/1/12 15:30;4456.945998;26.35;FALSE
369;8/1/12 16:00;4450.284556;24.9;FALSE
370;8/1/12 16:30;4448.77904;24.6;FALSE
371;8/1/12 17:00;4434.291354;24.3;FALSE
372;8/1/12 17:30;4451.733988;24.4;FALSE
373;8/1/12 18:00;4459.624284;24.5;FALSE
374;8/1/12 18:30;4405.61701;23.75;FALSE
375;8/1/12 19:00;4301.143198;23;FALSE
376;8/1/12 19:30;4235.987712;22.15;FALSE
377;8/1/12 20:00;4207.732792;21.3;FALSE
378;8/1/12 20:30;4226.646534;20.9;FALSE
379;8/1/12 21:00;4244.106362;20.5;FALSE
380;8/1/12 21:30;4182.674164;20.1;FALSE
381;8/1/12 22:00;4060.258138;19.7;FALSE
382;8/1/12 22:30;3918.241046;19.3;FALSE
383;8/1/12 23:00;3829.848884;18.9;FALSE
384;8/1/12 23:30;3783.80346;18.5;FALSE
385;9/1/12 0:00;3949.06526;18.1;FALSE
386;9/1/12 0:30;3845.557054;17.65;FALSE
387;9/1/12 1:00;3700.851126;17.2;FALSE
388;9/1/12 1:30;3560.583446;16.75;FALSE
389;9/1/12 2:00;3787.173282;16.3;FALSE
390;9/1/12 2:30;3691.808834;15.9;FALSE
391;9/1/12 3:00;3521.39149;15.5;FALSE
392;9/1/12 3:30;3395.98144;15.15;FALSE
393;9/1/12 4:00;3355.985986;14.8;FALSE
394;9/1/12 4:30;3341.071496;14.8;FALSE
395;9/1/12 5:00;3439.072152;14.8;FALSE
396;9/1/12 5:30;3558.273192;15;FALSE
397;9/1/12 6:00;3774.330152;15.2;FALSE
398;9/1/12 6:30;3973.513224;15.15;FALSE
399;9/1/12 7:00;4268.144294;15.1;FALSE
400;9/1/12 7:30;4512.99104;16.05;FALSE
401;9/1/12 8:00;4592.168378;17;FALSE
402;9/1/12 8:30;4737.210116;17.65;FALSE
403;9/1/12 9:00;4858.293664;18.3;FALSE
404;9/1/12 9:30;4913.854288;18.55;FALSE
405;9/1/12 10:00;4942.056144;18.8;FALSE
406;9/1/12 10:30;4975.204374;19.6;FALSE
407;9/1/12 11:00;5023.287016;20.4;FALSE
408;9/1/12 11:30;5055.998836;20.65;FALSE
409;9/1/12 12:00;5090.143842;20.9;FALSE
410;9/1/12 12:30;5090.262784;21.3;FALSE
411;9/1/12 13:00;5094.98105;21.7;FALSE
412;9/1/12 13:30;5122.693618;21.7;FALSE
413;9/1/12 14:00;5111.948964;21.7;FALSE
414;9/1/12 14:30;5102.08938;22.2;FALSE
415;9/1/12 15:00;5098.534914;22.7;FALSE
416;9/1/12 15:30;5118.865572;22.75;FALSE
417;9/1/12 16:00;5124.729886;22.8;FALSE
418;9/1/12 16:30;5137.585792;23.4;FALSE
419;9/1/12 17:00;5147.385798;24;FALSE
420;9/1/12 17:30;5099.015302;23.85;FALSE
421;9/1/12 18:00;4951.266704;23.7;FALSE
422;9/1/12 18:30;4846.593104;23.5;FALSE
423;9/1/12 19:00;4706.189842;23.3;FALSE
424;9/1/12 19:30;4596.123106;22.35;FALSE
425;9/1/12 20:00;4503.091378;21.4;FALSE
426;9/1/12 20:30;4507.909858;21;FALSE
427;9/1/12 21:00;4562.666344;20.6;FALSE
428;9/1/12 21:30;4496.179492;20.1;FALSE
429;9/1/12 22:00;4342.80205;19.6;FALSE
430;9/1/12 22:30;4151.850038;19.3;FALSE
431;9/1/12 23:00;4047.477538;19;FALSE
432;9/1/12 23:30;3979.720148;18.75;FALSE
433;10/1/12 0:00;4170.912872;18.5;FALSE
434;10/1/12 0:30;4069.304714;18.15;FALSE
435;10/1/12 1:00;3846.99231;17.8;FALSE
436;10/1/12 1:30;3694.377388;17.6;FALSE
437;10/1/12 2:00;3943.760666;17.4;FALSE
438;10/1/12 2:30;3859.40399;17.15;FALSE
439;10/1/12 3:00;3666.057178;16.9;FALSE
440;10/1/12 3:30;3537.225326;15.85;FALSE
441;10/1/12 4:00;3475.287276;14.8;FALSE
442;10/1/12 4:30;3473.67019;14.5;FALSE
443;10/1/12 5:00;3559.214994;14.2;FALSE
444;10/1/12 5:30;3690.096412;14.05;FALSE
445;10/1/12 6:00;3868.370582;13.9;FALSE
446;10/1/12 6:30;4069.717344;14.25;FALSE
447;10/1/12 7:00;4364.340618;14.6;FALSE
448;10/1/12 7:30;4616.44248;15.25;FALSE
449;10/1/12 8:00;4676.802504;15.9;FALSE
450;10/1/12 8:30;4790.954386;16.6;FALSE
451;10/1/12 9:00;4882.505316;17.3;FALSE
452;10/1/12 9:30;4910.63753;17.4;FALSE
453;10/1/12 10:00;4946.801238;17.5;FALSE
454;10/1/12 10:30;4979.569174;17.5;FALSE
455;10/1/12 11:00;4977.628896;17.5;FALSE
456;10/1/12 11:30;5000.321122;18.3;FALSE
457;10/1/12 12:00;5005.710744;19.1;FALSE
458;10/1/12 12:30;5007.615266;19.35;FALSE
459;10/1/12 13:00;4976.489394;19.6;FALSE
460;10/1/12 13:30;4978.957888;19.55;FALSE
461;10/1/12 14:00;5016.273914;19.5;FALSE
462;10/1/12 14:30;5005.992518;19.3;FALSE
463;10/1/12 15:00;4991.713354;19.1;FALSE
464;10/1/12 15:30;4998.850812;18.9;FALSE
465;10/1/12 16:00;5002.462746;18.7;FALSE
466;10/1/12 16:30;5008.080458;19;FALSE
467;10/1/12 17:00;5029.41748;19.3;FALSE
468;10/1/12 17:30;5019.981484;19.3;FALSE
469;10/1/12 18:00;4923.69424;19.3;FALSE
470;10/1/12 18:30;4811.317072;18.95;FALSE
471;10/1/12 19:00;4677.77434;18.6;FALSE
472;10/1/12 19:30;4599.805622;18.3;FALSE
473;10/1/12 20:00;4573.434048;18;FALSE
474;10/1/12 20:30;4596.945598;17.15;FALSE
475;10/1/12 21:00;4611.218582;16.3;FALSE
476;10/1/12 21:30;4514.324944;15.7;FALSE
477;10/1/12 22:00;4343.012572;15.1;FALSE
478;10/1/12 22:30;4150.728024;14.25;FALSE
479;10/1/12 23:00;4069.590904;13.4;FALSE
480;10/1/12 23:30;4036.62765;13.5;FALSE
481;11/1/12 0:00;4240.698436;13.6;FALSE
482;11/1/12 0:30;4136.635086;13.7;FALSE
483;11/1/12 1:00;3911.397864;13.8;FALSE
484;11/1/12 1:30;3758.593436;13.75;FALSE
485;11/1/12 2:00;3979.4068;13.7;FALSE
486;11/1/12 2:30;3881.320074;13.4;FALSE
487;11/1/12 3:00;3722.720526;13.1;FALSE
488;11/1/12 3:30;3594.057632;13.25;FALSE
489;11/1/12 4:00;3528.973774;13.4;FALSE
490;11/1/12 4:30;3519.91668;13.3;FALSE
491;11/1/12 5:00;3576.436214;13.2;FALSE
492;11/1/12 5:30;3697.369616;13.25;FALSE
493;11/1/12 6:00;3947.516096;13.3;FALSE
494;11/1/12 6:30;4189.390806;13.55;FALSE
495;11/1/12 7:00;4523.852152;13.8;FALSE
496;11/1/12 7:30;4799.209286;14.15;FALSE
497;11/1/12 8:00;4872.033238;14.5;FALSE
498;11/1/12 8:30;4979.508704;14.55;FALSE
499;11/1/12 9:00;5080.00772;14.6;FALSE
500;11/1/12 9:30;5094.54223;14.8;FALSE
501;11/1/12 10:00;5106.864734;15;FALSE
502;11/1/12 10:30;5108.487134;15.3;FALSE
503;11/1/12 11:00;5125.859582;15.6;FALSE
504;11/1/12 11:30;5126.816474;15.25;FALSE
505;11/1/12 12:00;5116.711078;14.9;FALSE
506;11/1/12 12:30;5090.030292;14.7;FALSE
507;11/1/12 13:00;5064.144482;14.5;FALSE
508;11/1/12 13:30;5030.520696;16.2;FALSE
509;11/1/12 14:00;5010.706522;17.9;FALSE
510;11/1/12 14:30;4975.029582;17.2;FALSE
511;11/1/12 15:00;4949.781422;16.5;FALSE
512;11/1/12 15:30;4945.753104;17.15;FALSE
513;11/1/12 16:00;4941.413476;17.8;FALSE
514;11/1/12 16:30;4966.464306;18.3;FALSE
515;11/1/12 17:00;4979.360696;18.8;FALSE
516;11/1/12 17:30;4961.1322;18.3;FALSE
517;11/1/12 18:00;4867.278268;17.8;FALSE
518;11/1/12 18:30;4776.69687;17.05;FALSE
519;11/1/12 19:00;4663.941742;16.3;FALSE
