EDAD,EDUC,EXPER,RAZA,SALARIO,SEXO
48.5,8,20.5,1,13799.6723929967,0
60.6699981689453,8,36,1,12300.5635834983,0
32.9199981689453,8,12.9200000762939,1,12119.8549095343,0
35.25,8,12,1,11819.4242550049,0
30.3299999237061,12,4.07999992370605,1,12180.607329041,0
48.25,12,22.6700000762939,1,23760.978184646,0
38.6699981689453,12,12.9200000762939,1,12480.2169353687,0
24.75,12,0.75,1,10199.5581329965,0
32.0800018310547,17,5.57999992370605,1,31401.1549384039,0
34.5800018310547,12,8.5,1,12359.7462756617,0
53.5,12,26.1700000762939,1,12300.5635834983,0
35.3300018310547,16,10.6700000762939,1,39998.5938551701,0
47.25,8,25.4200000762939,1,12000.4592072944,0
57.5,15,29.9200000762939,1,9479.62849209679,0
30.3299999237061,14,3.92000007629395,1,11160.0959171765,0
42.1699981689453,15,15.9200000762939,1,9719.60272216613,0
37.8300018310547,8,12,1,12000.4592072944,0
48.8300018310547,8,25.1700000762939,1,12300.5635834983,0
29.1700000762939,8,3,1,9000.17717500567,0
48.6699981689453,15,4.25,1,10319.6003058016,1
45.1699981689453,12,9.75,1,9780.04985970311,1
60.6699981689453,12,10.3299999237061,1,6779.78111256179,1
51.5,8,0,1,6839.70341330007,1
47.5800018310547,16,17.8299999237061,1,9240.0259450181,1
40.5,15,6.57999992370605,1,11939.4096785673,1
25.5,12,0.419999986886978,1,8820.19948895604,1
47.9199981689453,12,12.8299999237061,1,8219.79333802356,1
60.5,15,1.91999995708466,1,7680.19094698031,1
54.1699981689453,12,8.42000007629395,1,10979.6586826491,1
27.5799999237061,12,2.67000007629395,1,9780.04985970311,1
40.3300018310547,16,12.5,0,41398.4850076003,0
31.0799999237061,15,4.07999992370605,0,21960.4797209373,0
31.1700000762939,16,1.83000004291534,0,19200.6701747443,0
29.5,18,2.42000007629395,0,27249.760905422,0
52.9199981689453,12,26.4200000762939,0,12300.5635834983,0
32.3300018310547,17,2.67000007629395,0,22000.0559982004,0
31.9200000762939,19,2.25,0,19019.1179242442,0
30.75,19,5.17000007629395,0,22198.9462880998,0
34.1699981689453,17,3.17000007629395,0,27498.8643452917,0
28,16,1.58000004291534,0,28001.1195172831,0
39.75,19,10.75,0,22000.0559982004,0
30.1700000762939,17,0.75,0,27000.210191042,0
30.1700000762939,18,3.92000007629395,0,31300.8450750363,0
41.1699981689453,18,10.4200000762939,0,22000.0559982004,0
32.9199981689453,19,3.75,0,29398.5344592586,0
63.75,8,35.75,0,12300.5635834983,0
30.6700000762939,16,4,0,21249.7388323185,0
63.4199981689453,8,31.6700000762939,0,12300.5635834983,0
29.5,19,0.75,0,24499.2929304031,0
42.4199981689453,16,12.5,0,26399.4879117108,0
31.6700000762939,19,0.579999983310699,0,31250.7954694596,0
35.5800018310547,20,0.5,0,23749.1071880672,0
30.25,16,1.08000004291534,0,23501.0472378282,0
29.75,17,2.17000007629395,0,26001.2587789771,0
61.6699981689453,12,38.3300018310547,0,12240.4385107926,0
32.6699981689453,16,5.07999992370605,0,19500.5817478818,0
29.75,16,2.92000007629395,0,18399.8875217025,0
28.8299999237061,19,6.17000007629395,0,26001.2587789771,0
45.6699981689453,19,18.4200000762939,0,20849.8040818208,0
39.4199981689453,18,12.4200000762939,0,20580.5204054758,0
34.3300018310547,19,5.67000007629395,0,38800.9595644334,0
50.25,12,23.6700000762939,0,13499.3905426749,0
24.3299999237061,12,0.330000013113022,0,13799.6723929967,1
31.5,16,0.670000016689301,0,13920.2451953234,1
50.1699981689453,8,5.82999992370605,0,8339.84583926333,1
47.3300018310547,12,20.3299999237061,0,9599.82694712349,1
44,12,3.67000007629395,0,9839.88754938286,1
27.1700000762939,15,1.58000004291534,0,11280.1526352864,1
59.8300018310547,8,26.5,0,8700.19079607339,1
25.75,12,2.5,0,11760.4845003898,1
25.8299999237061,12,1.33000004291534,0,9599.82694712349,1
25.0799999237061,12,0.75,0,11760.4845003898,1
27.1700000762939,12,3.92000007629395,0,9839.88754938286,1
30.5799999237061,16,1.41999995708466,0,15540.4300066535,1
29.5,15,0.25,0,10559.6991969402,1
54.4199981689453,12,8.92000007629395,0,9780.04985970311,1
58,15,4.5,0,7500.31222219334,1
28.75,15,0.419999986886978,0,14819.5077662168,1
54.0800018310547,12,11,0,15060.0318157708,1
24.3299999237061,12,0.670000016689301,0,9780.04985970311,1
25.5,12,0.5,0,11400.3592436206,1
24.6700000762939,12,0.419999986886978,0,9900.10078797906,1
28.75,15,1.83000004291534,0,13019.4575063854,1
32.5,16,1.83000004291534,0,20400.1960367085,1
23.4200000762939,12,0.170000001788139,0,9119.77400058775,1
30.4200000762939,16,0,0,15419.6845893374,1
24.4200000762939,12,1.66999995708466,0,9539.53840849495,1
53.9199981689453,12,13.5799999237061,0,8339.84583926333,1
25,12,0,0,7259.74167661017,1
62.4199981689453,12,24,0,6599.83418812457,1
43.9199981689453,16,11.9200000762939,0,12119.8549095343,1
28.1700000762939,12,0.920000016689301,0,13558.9221614484,1
30.1700000762939,15,4.25,0,10259.9173284377,1
27.3299999237061,12,2.67000007629395,0,11158.978447958,1
25.25,12,0.419999986886978,0,9719.60272216613,1
27.3299999237061,12,1.5,0,11519.5395623462,1
25.8299999237061,12,0,0,10499.6789588142,1
23.6700000762939,12,0,0,9119.77400058775,1
62.5,8,34.3300018310547,0,6659.49962420669,1
23.6700000762939,12,0.170000001788139,0,8280.01260393307,1
29.0799999237061,15,4.75,0,10079.9125472801,1
60.5,8,13.25,0,8459.96535176359,1
53.9199981689453,12,29.8299999237061,0,6899.47099211239,1
24.0799999237061,12,1.08000004291534,0,9240.0259450181,1
29.9200000762939,12,3.17000007629395,1,10679.7014573454,0
39.5,12,9.42000007629395,1,11639.9658021931,0
41.6699981689453,16,10,1,13319.704252746,0
44.5800018310547,12,15,1,7859.66754938397,0
51.4199981689453,8,8.07999992370605,1,10499.6789588142,0
30.75,15,7,1,11219.4073012183,0
53.0800018310547,12,26.25,1,8699.31963909756,0
59.75,15,30.9200000762939,1,8999.28456253925,0
47.3300018310547,17,16,1,10799.9859249196,0
33.8300018310547,16,8.75,1,10618.9991387822,0
37.5,12,14.4200000762939,1,10979.6586826491,0
57.1699981689453,12,22.6700000762939,1,8939.18628419787,0
29.3299999237061,15,4.82999992370605,1,12779.5278761527,0
28.3299999237061,12,1.5,1,10679.7014573454,0
31.9200000762939,15,4.07999992370605,1,12539.0083416324,0
45.5,12,20,1,12299.3319183517,0
55.3300018310547,12,23.4200000762939,1,14099.5726164196,0
33.6699981689453,15,2.82999992370605,1,11099.9971067579,0
43.6699981689453,12,17.4200000762939,1,12299.3319183517,0
46.5,12,9.67000007629395,1,6959.760839693,1
55.1699981689453,15,19.25,1,10859.5477572933,1
60.5,12,13.5799999237061,1,6539.39353537344,1
51.5,12,22.5799999237061,1,6779.78111256179,1
50.3300018310547,12,14.0799999237061,1,10439.9998695142,1
50,12,11.0799999237061,1,7859.66754938397,1
51,12,19,1,7379.78557777871,1
